Sample,X,Y,Z
787,-0.0076,0.0056,0.9761
788,0.0081,0.0112,0.9800
789,0.0161,0.0098,0.9868
790,0.0234,0.0039,0.9985
791,0.0103,0.0129,0.9885
792,-0.0090,0.0122,0.9692
793,0.0156,0.0273,0.9702
794,0.0112,0.0164,0.9790
795,0.0122,0.0049,0.9888
796,0.0037,-0.0010,0.9885
797,0.0022,0.0056,0.9788
798,0.0261,0.0190,0.9771
799,-0.0039,0.0129,0.9927
800,-0.0078,0.0186,0.9797
801,0.0120,0.0137,0.9631
802,0.0054,0.0164,0.9849
803,0.0122,0.0093,0.9993
804,0.0144,-0.0012,0.9875
805,0.0181,0.0171,0.9719
806,0.0081,0.0244,0.9819
807,-0.0073,0.0049,0.9849
808,0.0076,0.0103,0.9729
809,0.0005,0.0146,0.9807
810,-0.0007,-0.0051,0.9934
811,0.0146,0.0061,0.9888
812,0.0051,0.0120,0.9819
813,0.0137,0.0249,0.9771
814,0.0027,0.0115,0.9731
815,-0.0103,0.0049,0.9836
816,0.0095,0.0151,0.9788
817,0.0159,0.0154,0.9839
818,0.0151,0.0100,1.0034
819,-0.0034,-0.0088,0.9937
820,-0.0046,0.0154,0.9651
821,0.0083,0.0232,0.9612
822,0.0061,0.0032,0.9944
823,-0.0007,0.0017,0.9993
824,0.0295,0.0208,0.9751
825,0.0205,0.0029,0.9839
826,-0.0103,0.0056,0.9954
827,-0.0095,0.0059,0.9663
828,0.0247,0.0366,0.9575
829,0.0122,0.0117,0.9927
830,-0.0139,-0.0117,1.0054
831,0.0190,0.0078,0.9741
832,0.0259,0.0225,0.9712
833,0.0066,0.0090,0.9924
834,0.0022,0.0029,0.9868
835,0.0037,0.0132,0.9585
836,0.0193,0.0315,0.9729
837,0.0029,0.0027,0.9976
838,0.0071,-0.0007,0.9993
839,0.0334,0.0249,0.9797
840,0.0010,0.0066,0.9749
841,-0.0063,0.0005,0.9868
842,0.0137,0.0168,0.9800
843,0.0161,0.0164,0.9731
844,0.0054,-0.0132,0.9946
845,0.0125,-0.0088,1.0022
846,0.0234,0.0205,0.9839
847,0.0085,0.0176,0.9771
848,-0.0088,0.0076,0.9631
849,0.0090,0.0212,0.9761
850,0.0222,0.0388,0.9895
851,-0.0024,-0.0090,0.9846
852,0.0149,0.0042,0.9858
853,0.0176,0.0164,0.9954
854,-0.0044,0.0044,0.9751
855,0.0034,0.0178,0.9683
856,0.0200,0.0212,0.9758
857,0.0010,0.0046,0.9897
858,-0.0042,0.0032,1.0005
859,0.0225,0.0261,0.9829
860,0.0103,0.0112,0.9846
861,-0.0117,-0.0068,0.9839
862,0.0249,0.0266,0.9631
863,0.0088,0.0198,0.9768
864,-0.0056,-0.0020,0.9956
865,0.0085,0.0063,0.9885
866,0.0176,0.0154,0.9810
867,0.0127,0.0110,0.9878
868,-0.0120,0.0039,0.9807
869,0.0032,0.0137,0.9780
870,0.0166,0.0186,0.9829
871,0.0054,0.0061,0.9963
872,0.0112,-0.0046,0.9917
873,0.0078,0.0024,0.9875
874,-0.0002,0.0134,0.9780
875,-0.0022,0.0078,0.9631
876,0.0039,0.0195,0.9829
877,0.0188,0.0188,0.9807
878,-0.0024,0.0007,0.9849
879,0.0193,-0.0034,0.9905
880,0.0132,0.0027,0.9866
881,-0.0037,0.0110,0.9800
882,0.0090,0.0256,0.9700
883,0.0056,0.0120,0.9768
884,-0.0046,0.0027,0.9895
885,0.0151,0.0090,0.9810
886,0.0256,0.0159,0.9856
887,0.0083,0.0027,0.9897
888,0.0037,0.0112,0.9849
889,0.0073,0.0181,0.9641
890,0.0061,0.0149,0.9731
891,-0.0037,-0.0044,1.0020
892,0.0171,0.0078,0.9807
893,0.0349,0.0112,0.9895
894,-0.0034,-0.0027,0.9927
895,-0.0015,0.0051,0.9690
896,0.0251,0.0203,0.9709
897,0.0029,0.0103,0.9846
898,-0.0056,0.0007,0.9934
899,0.0129,0.0122,0.9797
900,0.0103,0.0051,0.9829
901,0.0054,0.0020,0.9856
902,0.0122,0.0129,0.9729
903,0.0134,0.0137,0.9807
904,0.0015,0.0132,0.9846
905,0.0005,0.0020,0.9788
906,0.0151,0.0020,0.9897
907,0.0081,0.0112,0.9946
908,-0.0029,0.0059,0.9800
909,0.0095,0.0078,0.9751
910,0.0203,0.0271,0.9810
911,0.0132,0.0264,0.9749
912,-0.0010,-0.0020,0.9875
913,-0.0061,0.0002,0.9875
914,0.0188,0.0256,0.9817
915,0.0039,0.0093,0.9944
916,-0.0168,0.0039,0.9758
917,0.0051,0.0156,0.9575
918,0.0337,0.0288,0.9778
919,-0.0071,0.0073,1.0090
920,-0.0017,-0.0156,0.9934
921,0.0298,0.0137,0.9641
922,0.0063,0.0232,0.9885
923,-0.0132,0.0127,0.9878
924,-0.0044,0.0117,0.9653
925,0.0186,0.0227,0.9722
926,0.0173,0.0164,1.0032
927,0.0098,0.0002,0.9946
928,0.0129,0.0076,0.9692
929,0.0049,0.0105,0.9612
930,-0.0044,0.0078,0.9785
931,0.0081,0.0090,0.9868
932,0.0046,0.0088,0.9817
933,0.0017,0.0032,0.9875
934,0.0066,0.0056,0.9917
935,0.0168,0.0149,0.9878
936,0.0112,0.0173,0.9680
937,0.0051,0.0176,0.9719
938,0.0022,0.0112,0.9790
939,0.0151,0.0090,0.9905
940,-0.0015,0.0024,0.9868
941,0.0071,0.0049,0.9858
942,0.0164,0.0078,0.9915
943,0.0078,0.0110,0.9807
944,0.0110,0.0146,0.9673
945,0.0112,0.0151,0.9797
946,0.0073,0.0059,0.9917
947,0.0156,0.0081,0.9856
948,0.0076,0.0054,0.9849
949,0.0010,0.0129,0.9849
950,0.0017,0.0200,0.9817
951,0.0054,0.0146,0.9739
952,0.0134,0.0020,0.9829
953,0.0212,0.0076,0.9937
954,-0.0076,-0.0005,0.9927
955,0.0115,0.0063,0.9827
956,0.0195,0.0049,0.9702
957,0.0027,0.0115,0.9868
958,0.0046,0.0173,0.9829
959,0.0129,0.0190,0.9700
960,0.0110,0.0110,0.9895
961,0.0271,0.0125,0.9937
962,0.0137,0.0024,0.9810
963,-0.0242,-0.0012,0.9741
964,-0.0168,0.0071,0.9761
965,0.0059,0.0095,0.9731
966,0.0520,0.0220,0.9878
967,-0.0029,-0.0100,1.0056
968,0.0022,0.0000,0.9751
969,0.0127,0.0225,0.9604
970,0.0266,0.0139,0.9976
971,-0.0078,-0.0007,0.9849
972,-0.0095,0.0193,0.9751
973,0.0100,0.0208,0.9692
974,-0.0029,-0.0061,0.9846
975,-0.0007,-0.0103,0.9944
976,0.0217,0.0073,0.9858
977,0.0034,0.0020,0.9739
978,-0.0022,0.0112,0.9768
979,0.0183,0.0222,0.9761
980,0.0090,0.0120,0.9780
981,0.0134,0.0112,0.9749
982,0.0027,-0.0066,0.9993
983,0.0039,0.0056,0.9885
984,-0.0051,0.0151,0.9670
985,0.0198,0.0281,0.9673
986,-0.0022,0.0195,0.9810
987,0.0088,0.0132,0.9878
988,0.0215,0.0127,0.9773
989,0.0142,0.0049,0.9924
990,0.0046,0.0066,0.9946
991,0.0044,0.0127,0.9768
992,0.0007,0.0100,0.9722
993,0.0098,0.0166,0.9810
994,0.0022,0.0012,0.9927
995,-0.0015,-0.0007,0.9800
996,0.0220,0.0066,0.9807
997,0.0234,0.0071,0.9875
998,0.0042,0.0056,0.9875
999,-0.0007,0.0139,0.9690
Rate 797, overflows 0
