Sample,X,Y,Z
346,0.0481,0.0166,1.0015
347,0.0007,0.0010,1.0432
348,0.1318,-0.0564,0.8264
349,-0.2769,-0.1821,0.9565
350,-0.0361,0.0215,0.9292
351,-0.0957,0.0217,1.2170
352,0.0352,-0.0029,1.1829
353,0.0764,-0.0205,0.9849
354,0.0208,0.0681,0.9670
355,-0.0154,0.0286,0.8914
356,0.0596,-0.0039,0.9146
357,0.0442,-0.0557,1.1370
358,-0.0525,0.1101,1.0786
359,0.0339,-0.0579,0.8518
360,0.0500,0.2351,0.9204
361,0.1353,0.1169,0.9514
362,0.0308,0.1633,1.1860
363,0.1072,0.0212,0.8362
364,0.0044,-0.1248,0.9927
365,-0.0896,-0.1499,0.8394
366,-0.1162,-0.1179,0.9856
367,-0.0266,-0.0696,0.9651
368,-0.1296,0.0486,1.1331
369,0.1284,0.1763,1.1135
370,0.1860,-0.0601,1.1047
371,-0.0017,-0.2002,0.7632
372,0.0918,-0.1309,0.7231
373,0.0728,0.0933,1.1936
374,0.0276,-0.0852,0.8782
375,-0.0032,0.0588,1.0864
376,-0.0542,0.0310,0.9163
377,-0.0288,-0.0049,0.9312
378,0.0493,0.1125,0.8696
379,-0.1021,0.1118,1.0061
380,0.0374,0.0947,1.0063
381,-0.0676,0.0134,0.9397
382,-0.0110,-0.0403,1.0317
383,-0.0142,-0.1348,1.0142
384,0.1663,-0.0002,1.0884
385,0.2122,0.0474,1.1050
386,0.0974,0.0869,0.9546
387,0.1899,0.0232,1.0637
388,-0.1350,-0.2383,0.7893
389,-0.0740,-0.0063,0.8501
390,-0.0837,0.0918,0.9905
391,-0.1401,0.0425,1.0237
392,0.0068,0.1143,0.9719
393,0.0601,0.2183,1.0481
394,-0.0417,0.1116,0.8589
395,-0.0432,-0.0405,0.8560
396,0.1326,-0.0686,0.9673
397,0.0247,-0.2708,0.9934
398,0.1255,-0.4641,1.1907
399,0.0835,-0.7114,1.0464
400,0.0007,-0.9429,0.8784
401,-0.0254,-1.0298,1.0786
402,0.0671,-0.8628,0.9478
403,-0.1309,-1.0845,0.9048
404,0.0852,-0.7310,1.1089
405,-0.0850,-0.9888,1.0347
406,-0.1091,-0.7698,1.0471
407,-0.0020,-0.5334,1.0422
408,-0.0571,-0.3315,0.9810
409,-0.0190,-0.1479,0.9302
410,0.0771,0.0576,1.0588
411,0.1489,-0.0334,0.7991
412,-0.0620,-0.1697,1.0325
413,0.0945,-0.2634,1.0686
414,0.0266,-0.2219,0.8801
415,0.1089,-0.3577,0.9006
416,-0.0994,-0.6655,1.0044
417,0.0061,-0.6145,0.9563
418,-0.0137,-0.7932,1.0764
419,-0.0447,-0.8264,0.9241
420,-0.0813,-0.8909,0.9338
421,0.0789,-0.7629,0.8743
422,-0.0012,-0.8899,0.8860
423,-0.0535,-0.8928,1.1262
424,0.0830,-0.7737,0.9827
425,0.0374,-0.3667,1.0083
426,-0.0071,-0.3467,1.0764
427,0.0081,-0.2952,0.8635
428,-0.0303,-0.2463,0.9065
429,-0.1619,-0.3352,1.1165
430,0.0615,-0.1821,1.0415
431,0.1604,-0.2493,1.0334
432,-0.0618,-0.4446,0.9426
433,-0.0542,-0.6606,0.9028
434,0.0928,-0.5427,0.9546
435,0.2529,-0.5063,0.8481
436,-0.0144,-0.8127,1.1975
437,-0.0923,-0.9575,1.1099
438,0.0864,-0.5286,0.9163
439,-0.0552,-0.5588,0.9504
440,-0.1978,-0.8218,0.9497
441,0.0073,-0.6213,1.0540
442,0.1160,-0.4250,0.9631
443,-0.0173,-0.2236,1.0940
444,0.0076,-0.0647,0.9348
445,0.0928,0.2258,0.8530
446,-0.0154,0.3652,1.0024
447,-0.0667,0.3640,1.0200
448,0.0774,0.4568,1.0278
449,0.0310,0.4421,1.0396
450,-0.0422,0.3357,0.8892
451,0.0483,0.2087,0.9106
452,0.0820,0.1021,0.8899
453,0.0254,-0.0796,0.9839
454,0.0464,-0.2175,1.0718
455,0.0730,-0.2852,1.0239
456,0.0344,-0.1812,0.9771
457,-0.0435,-0.1897,0.9172
458,-0.0515,-0.1538,1.0444
459,-0.0793,-0.1008,1.0725
460,-0.0439,0.0161,1.0063
461,-0.0115,0.1309,0.9543
462,0.0215,0.2024,0.9282
463,0.0652,0.2751,0.9810
464,0.0476,0.2549,0.9897
465,0.0610,0.2563,0.9924
466,0.0325,0.2070,0.9761
467,0.0317,0.1575,0.9800
468,0.0449,0.0591,0.9885
469,0.0125,-0.0486,1.0081
470,0.0330,-0.0950,1.0132
471,0.0261,-0.1091,0.9924
472,-0.0049,-0.0906,0.9497
473,-0.0474,-0.0828,0.9712
474,-0.0483,-0.0361,0.9956
475,-0.0498,0.0085,0.9797
476,-0.0376,0.0422,0.9751
477,0.0120,0.0901,0.9749
478,0.0269,0.1155,0.9856
479,0.0378,0.1111,0.9819
480,0.0508,0.1003,0.9683
481,0.0383,0.0610,0.9839
482,0.0364,0.0388,0.9722
483,0.0249,-0.0076,0.9670
484,-0.0027,-0.0508,0.9878
485,-0.0112,-0.0759,1.0042
486,-0.0259,-0.0845,1.0120
487,-0.0249,-0.0776,0.9917
488,-0.0247,-0.0610,0.9722
489,-0.0283,-0.0522,0.9634
490,0.0315,-0.0117,0.9553
491,0.0220,-0.0122,0.9758
492,0.0266,-0.0017,0.9836
493,0.0369,0.0156,0.9622
494,0.0071,0.0166,0.9709
495,-0.0166,0.0125,0.9771
496,-0.0032,-0.0066,0.9839
497,0.0073,-0.0327,1.0005
498,-0.0154,-0.0540,1.0061
499,-0.0098,-0.0632,0.9888
500,0.0051,-0.0508,0.9651
501,0.0212,-0.0400,0.9680
502,0.0159,-0.0347,0.9937
503,0.0203,-0.0020,0.9849
504,0.0281,0.0188,0.9885
505,0.0076,0.0276,0.9846
506,-0.0017,0.0422,0.9644
507,0.0061,0.0342,0.9612
508,-0.0061,0.0081,0.9683
509,0.0059,-0.0046,0.9846
510,0.0166,-0.0132,0.9934
511,0.0061,-0.0059,0.9858
512,0.0139,0.0051,0.9797
513,0.0098,0.0044,0.9954
514,0.0112,0.0198,1.0073
515,0.0071,0.0295,0.9956
516,-0.0002,0.0398,0.9934
517,0.0215,0.0547,0.9836
518,0.0120,0.0435,0.9788
519,0.0093,0.0457,0.9778
520,0.0171,0.0435,0.9856
521,0.0127,0.0327,0.9895
522,0.0129,0.0435,0.9927
523,0.0120,0.0505,0.9827
524,0.0103,0.0500,0.9849
525,0.0208,0.0466,0.9888
526,0.0083,0.0339,0.9934
527,0.0127,0.0349,0.9934
528,0.0161,0.0403,0.9683
529,0.0120,0.0388,0.9741
530,0.0046,0.0361,0.9875
531,0.0090,0.0383,0.9741
532,0.0142,0.0435,0.9856
533,0.0098,0.0322,0.9954
534,0.0149,0.0300,0.9819
535,0.0093,0.0232,0.9937
536,-0.0022,0.0020,0.9934
537,0.0225,0.0100,0.9868
538,0.0046,0.0022,0.9917
539,-0.0022,-0.0015,0.9875
540,0.0107,0.0076,0.9749
541,0.0085,-0.0037,0.9778
542,0.0105,0.0015,0.9915
543,0.0027,0.0054,0.9810
544,0.0049,0.0046,0.9692
545,0.0012,0.0000,0.9790
546,0.0017,-0.0081,0.9771
547,0.0095,-0.0071,0.9768
548,0.0027,-0.0190,0.9751
549,0.0042,-0.0200,0.9768
550,0.0027,-0.0161,0.9731
551,0.0076,-0.0283,0.9778
552,-0.0027,-0.0256,0.9839
553,0.0095,-0.0217,0.9771
554,0.0105,-0.0110,0.9868
555,-0.0105,-0.0159,0.9849
556,0.0083,-0.0002,0.9680
557,0.0127,-0.0142,0.9771
558,-0.0063,-0.0264,0.9875
559,0.0164,-0.0098,0.9797
560,-0.0027,-0.0164,0.9807
561,0.0046,-0.0161,0.9878
562,0.0110,-0.0068,0.9849
563,0.0134,-0.0081,0.9839
564,0.0007,-0.0105,0.9888
565,0.0073,0.0098,0.9771
566,0.0066,0.0178,0.9780
567,0.0037,0.0090,0.9827
568,0.0005,0.0105,0.9768
569,0.0117,0.0195,0.9807
570,0.0100,0.0144,0.9856
571,0.0056,0.0186,0.9878
572,0.0127,0.0212,0.9827
573,0.0144,0.0217,0.9878
574,0.0154,0.0071,0.9934
575,0.0090,0.0181,0.9856
576,0.0115,0.0259,0.9849
577,0.0037,0.0327,0.9866
578,0.0237,0.0354,0.9819
579,0.0068,0.0325,0.9917
580,0.0081,0.0298,0.9846
581,0.0205,0.0427,0.9819
582,0.0093,0.0383,0.9944
583,0.0095,0.0422,0.9868
584,0.0115,0.0447,0.9790
585,0.0125,0.0344,0.9819
586,0.0134,0.0359,0.9868
587,0.0078,0.0308,0.9780
588,0.0107,0.0354,0.9878
589,0.0103,0.0364,0.9836
590,0.0103,0.0198,0.9878
591,0.0095,0.0283,0.9917
592,0.0117,0.0269,0.9790
593,0.0046,0.0254,0.9885
594,0.0078,0.0222,0.9807
595,0.0161,0.0176,0.9797
596,0.0134,0.0186,0.9790
597,0.0088,-0.0027,0.9827
598,0.0120,0.0083,0.9907
599,-0.0032,0.0029,0.9827
600,0.0027,0.0127,0.9790
601,0.0107,0.0068,0.9846
602,0.0081,-0.0007,0.9778
603,0.0112,0.0054,0.9797
604,-0.0034,-0.0046,0.9797
605,0.0112,0.0044,0.9731
606,0.0061,-0.0054,0.9761
607,0.0044,-0.0120,0.9836
608,0.0044,-0.0059,0.9780
609,0.0024,-0.0117,0.9797
610,0.0068,-0.0061,0.9907
611,0.0027,-0.0078,0.9731
612,0.0098,-0.0137,0.9807
613,0.0039,-0.0105,0.9778
614,0.0042,-0.0081,0.9751
615,0.0083,-0.0156,0.9836
616,-0.0010,-0.0166,0.9741
617,0.0049,-0.0088,0.9800
618,0.0063,-0.0090,0.9827
619,0.0037,-0.0059,0.9790
620,0.0037,-0.0105,0.9839
621,0.0068,0.0015,0.9819
622,0.0015,0.0024,0.9875
623,0.0032,-0.0032,0.9749
624,0.0090,0.0037,0.9749
625,0.0042,-0.0015,0.9810
626,0.0061,0.0037,0.9858
627,0.0132,0.0125,0.9846
628,0.0088,0.0107,0.9797
629,0.0093,0.0110,0.9797
630,0.0078,0.0159,0.9846
631,0.0059,0.0186,0.9878
632,0.0098,0.0161,0.9878
633,0.0066,0.0173,0.9829
634,0.0100,0.0186,0.9819
635,0.0125,0.0247,0.9849
636,0.0168,0.0215,0.9819
637,0.0105,0.0154,0.9937
638,0.0142,0.0181,0.9849
639,0.0039,0.0325,0.9790
640,0.0061,0.0271,0.9885
641,0.0186,0.0347,0.9839
642,0.0085,0.0295,0.9878
643,0.0024,0.0293,0.9897
644,0.0132,0.0337,0.9768
645,0.0166,0.0303,0.9778
646,0.0129,0.0208,0.9897
647,0.0122,0.0261,0.9846
648,0.0134,0.0342,0.9868
649,0.0151,0.0361,0.9895
650,0.0090,0.0222,0.9858
651,0.0090,0.0244,0.9856
652,0.0164,0.0300,0.9858
653,0.0081,0.0229,0.9905
654,0.0068,0.0166,0.9829
655,0.0105,0.0205,0.9849
656,0.0049,0.0164,0.9807
657,0.0059,0.0129,0.9761
658,0.0203,0.0125,0.9839
659,0.0066,0.0078,0.9878
660,-0.0024,0.0078,0.9810
661,0.0154,0.0093,0.9758
662,0.0022,0.0012,0.9839
663,0.0115,-0.0046,0.9797
664,0.0088,-0.0029,0.9827
665,-0.0005,0.0095,0.9846
666,0.0078,-0.0032,0.9741
667,0.0103,-0.0093,0.9788
668,0.0032,-0.0007,0.9888
669,0.0088,-0.0044,0.9797
670,0.0017,-0.0159,0.9810
671,0.0063,-0.0027,0.9849
672,0.0073,-0.0034,0.9790
673,0.0029,-0.0129,0.9761
674,0.0042,-0.0051,0.9810
675,0.0039,-0.0017,0.9839
676,0.0039,-0.0054,0.9807
677,0.0068,-0.0093,0.9836
678,0.0042,0.0012,0.9790
679,-0.0022,-0.0024,0.9817
680,0.0122,-0.0063,0.9829
681,0.0042,-0.0010,0.9790
682,0.0024,0.0061,0.9790
683,0.0076,0.0002,0.9836
684,0.0100,-0.0027,0.9788
685,0.0054,0.0076,0.9875
686,0.0054,0.0029,0.9868
687,0.0049,0.0056,0.9810
688,0.0029,0.0103,0.9797
689,0.0129,0.0137,0.9885
690,0.0095,0.0134,0.9817
691,0.0112,0.0154,0.9771
692,0.0105,0.0210,0.9907
693,0.0090,0.0244,0.9836
694,0.0051,0.0195,0.9819
695,0.0186,0.0198,0.9866
696,0.0083,0.0237,0.9917
697,0.0076,0.0208,0.9866
698,0.0105,0.0229,0.9836
699,0.0100,0.0237,0.9797
700,0.0151,0.0210,0.9829
701,0.0090,0.0186,0.9907
702,0.0093,0.0308,0.9817
703,0.0122,0.0291,0.9907
704,0.0039,0.0208,0.9856
705,0.0107,0.0227,0.9817
706,0.0164,0.0295,0.9888
707,0.0125,0.0215,0.9888
708,0.0063,0.0178,0.9839
709,0.0190,0.0229,0.9817
710,0.0059,0.0176,0.9885
711,0.0134,0.0229,0.9827
712,0.0037,0.0068,0.9849
713,0.0071,0.0198,0.9895
714,0.0081,0.0173,0.9797
715,0.0190,0.0137,0.9878
716,0.0000,0.0110,0.9927
717,0.0068,0.0073,0.9749
718,0.0168,0.0100,0.9797
719,0.0095,0.0042,0.9866
720,0.0076,0.0010,0.9778
721,0.0056,0.0017,0.9856
722,0.0085,0.0071,0.9849
723,0.0029,0.0020,0.9758
724,0.0027,0.0029,0.9829
725,0.0051,0.0068,0.9800
726,0.0037,0.0039,0.9761
727,0.0129,-0.0042,0.9839
728,0.0122,-0.0034,0.9780
729,0.0017,0.0020,0.9810
730,0.0029,-0.0042,0.9749
731,0.0105,-0.0017,0.9751
732,-0.0027,-0.0051,0.9849
733,0.0066,-0.0039,0.9836
734,0.0095,-0.0007,0.9790
735,0.0051,0.0022,0.9829
736,0.0132,-0.0015,0.9849
737,-0.0010,-0.0037,0.9778
738,0.0032,0.0037,0.9751
739,0.0117,0.0107,0.9878
740,0.0020,0.0010,0.9827
741,0.0093,-0.0054,0.9849
742,0.0073,0.0044,0.9858
743,-0.0020,0.0066,0.9846
744,0.0181,0.0095,0.9800
745,0.0107,0.0054,0.9790
746,0.0000,0.0129,0.9875
747,0.0066,0.0103,0.9797
748,0.0100,0.0093,0.9827
749,0.0073,0.0149,0.9868
750,0.0054,0.0161,0.9807
751,0.0164,0.0249,0.9807
752,0.0117,0.0178,0.9856
753,0.0090,0.0208,0.9807
754,0.0134,0.0225,0.9878
755,0.0110,0.0107,0.9875
756,0.0027,0.0217,0.9849
757,0.0100,0.0237,0.9858
758,0.0054,0.0125,0.9866
759,0.0166,0.0186,0.9827
760,0.0120,0.0166,0.9944
761,0.0056,0.0278,0.9829
762,0.0154,0.0281,0.9788
763,0.0068,0.0186,0.9888
764,0.0061,0.0286,0.9875
765,0.0085,0.0261,0.9856
766,0.0171,0.0227,0.9846
767,0.0039,0.0168,0.9907
768,0.0024,0.0176,0.9788
769,0.0193,0.0181,0.9758
770,0.0132,0.0120,0.9895
771,0.0017,0.0122,0.9885
772,0.0125,0.0232,0.9761
773,0.0151,0.0161,0.9846
774,0.0034,0.0168,0.9866
775,0.0066,0.0142,0.9846
776,0.0093,0.0159,0.9829
777,0.0054,0.0144,0.9817
778,0.0151,0.0127,0.9849
779,0.0115,0.0061,0.9829
780,0.0110,0.0020,0.9807
781,-0.0049,-0.0032,0.9878
782,0.0110,0.0068,0.9849
783,0.0127,0.0042,0.9819
784,0.0010,-0.0056,0.9817
785,0.0073,0.0034,0.9866
786,0.0093,0.0012,0.9800
787,0.0029,-0.0020,0.9788
788,0.0059,0.0046,0.9810
789,0.0068,0.0000,0.9788
790,0.0071,0.0002,0.9810
