Sample,X,Y,Z
784,0.0227,-0.0090,1.0015
785,-0.0481,0.0161,1.0002
786,0.0288,0.0183,0.9458
787,0.0261,-0.0190,0.9800
788,-0.0220,0.0137,1.0161
789,0.0115,0.0234,0.9700
790,0.0469,0.0056,0.9553
791,-0.0046,0.0059,1.0034
792,0.0115,0.0176,0.9810
793,-0.0110,0.0090,0.9631
794,0.0371,-0.0044,0.9641
795,-0.0090,0.0327,1.0103
796,-0.0039,0.0049,0.9858
797,0.0442,-0.0198,0.9622
798,-0.0002,0.0217,1.0073
799,-0.0210,0.0115,0.9944
800,0.0190,0.0220,0.9543
801,0.0085,0.0044,0.9976
802,0.0117,0.0166,0.9917
803,0.0103,0.0146,0.9875
804,-0.0081,0.0166,0.9985
805,0.0405,0.0291,0.9426
806,0.0134,-0.0161,1.0034
807,0.0039,0.0166,1.0093
808,-0.0212,0.0188,0.9612
809,0.0381,0.0127,0.9524
810,-0.0078,-0.0085,1.0286
811,0.0056,0.0200,0.9888
812,0.0110,0.0337,0.9517
813,-0.0264,0.0120,0.9946
814,0.0557,0.0510,0.9712
815,-0.0073,0.0110,0.9885
816,-0.0017,0.0125,0.9731
817,0.0139,0.0259,0.9751
818,-0.0334,0.0283,0.9973
819,0.0315,0.0254,0.9653
820,0.0271,0.0056,0.9849
821,0.0266,0.0007,0.9897
822,-0.0251,-0.0039,1.0042
823,0.0452,0.0264,0.9563
824,0.0012,-0.0002,0.9836
825,-0.0234,0.0168,1.0042
826,0.0164,0.0271,0.9644
827,0.0327,0.0015,0.9680
828,-0.0144,0.0186,1.0413
829,0.0129,0.0154,0.9702
830,0.0190,-0.0051,0.9399
831,0.0020,0.0017,1.0063
832,0.0076,0.0215,0.9924
833,-0.0042,0.0044,0.9661
834,0.0132,-0.0264,0.9839
835,0.0190,0.0129,1.0139
836,-0.0024,0.0000,0.9722
837,0.0508,-0.0264,0.9595
838,0.0208,0.0239,1.0093
839,-0.0427,0.0117,0.9749
840,0.0261,0.0144,0.9565
841,-0.0002,0.0129,0.9963
842,-0.0090,0.0046,0.9673
843,-0.0046,0.0105,0.9980
844,0.0298,-0.0039,0.9761
845,-0.0061,0.0154,0.9868
846,0.0291,0.0115,0.9866
847,0.0347,-0.0271,0.9729
848,0.0039,-0.0044,0.9846
849,-0.0383,0.0144,0.9993
850,0.0317,0.0020,0.9614
851,0.0356,-0.0103,0.9954
852,-0.0413,0.0081,1.0200
853,-0.0178,0.0347,0.9778
854,0.0540,0.0176,0.9165
855,0.0137,0.0002,1.0217
856,0.0107,0.0237,1.0044
857,-0.0022,0.0115,0.9495
858,0.0549,-0.0081,0.9485
859,0.0154,0.0095,1.0354
860,-0.0476,-0.0054,0.9983
861,-0.0044,0.0325,0.9536
862,0.0046,0.0376,0.9661
863,0.0271,0.0039,1.0012
864,-0.0063,0.0171,1.0278
865,0.0166,0.0078,0.9409
866,0.0449,0.0144,0.9478
867,-0.0308,-0.0081,1.0474
868,0.0349,0.0247,0.9602
869,-0.0100,0.0161,0.9370
870,-0.0056,0.0090,1.0142
871,0.0149,0.0305,1.0278
872,-0.0078,0.0073,0.9602
873,0.0115,-0.0146,0.9819
874,0.0366,0.0354,0.9875
875,-0.0010,0.0051,0.9839
876,0.0164,0.0146,0.9739
877,0.0037,0.0291,0.9897
878,-0.0024,0.0237,0.9768
879,0.0173,0.0232,0.9915
880,0.0024,0.0044,0.9829
881,-0.0139,0.0129,0.9712
882,0.0305,0.0134,0.9954
883,0.0242,0.0156,0.9976
884,0.0134,0.0195,0.9592
885,0.0132,0.0051,0.9827
886,0.0127,0.0022,0.9976
887,0.0061,0.0100,0.9797
888,-0.0032,0.0115,0.9788
889,0.0107,-0.0022,0.9915
890,0.0066,0.0137,0.9836
891,0.0061,0.0159,0.9761
892,0.0259,0.0125,0.9836
893,0.0098,-0.0012,0.9829
894,0.0063,0.0034,0.9917
895,0.0142,0.0015,0.9827
896,0.0085,0.0134,0.9836
897,0.0093,0.0085,0.9827
898,0.0227,0.0129,0.9807
899,0.0046,-0.0002,0.9829
900,0.0098,0.0056,0.9751
901,0.0205,0.0188,0.9905
902,0.0166,0.0081,0.9817
903,0.0046,0.0051,0.9719
904,0.0078,0.0142,0.9797
905,0.0090,0.0100,0.9897
906,0.0132,0.0051,0.9829
907,0.0105,0.0046,0.9836
908,0.0059,0.0107,0.9797
909,0.0154,0.0132,0.9797
910,0.0122,0.0183,0.9856
911,0.0110,0.0103,0.9768
912,0.0161,0.0068,0.9856
913,0.0076,0.0134,0.9924
914,0.0095,0.0110,0.9768
915,-0.0020,0.0107,0.9858
916,0.0220,0.0144,0.9771
917,0.0015,0.0012,0.9907
918,0.0044,0.0273,0.9866
919,0.0225,0.0217,0.9680
920,0.0105,0.0034,0.9944
921,0.0139,0.0227,0.9983
922,0.0071,0.0217,0.9712
923,0.0117,0.0078,0.9800
924,0.0095,0.0212,0.9907
925,-0.0027,0.0205,0.9797
926,0.0161,0.0244,0.9749
927,0.0081,0.0234,0.9858
928,0.0115,0.0154,0.9788
929,0.0159,0.0156,0.9868
930,0.0149,0.0232,0.9817
931,0.0076,0.0105,0.9800
932,0.0078,0.0146,0.9934
933,0.0225,0.0183,0.9790
934,0.0051,0.0146,0.9780
935,0.0061,0.0208,0.9885
936,0.0164,0.0183,0.9866
937,0.0115,0.0178,0.9858
938,0.0188,0.0139,0.9797
939,0.0071,0.0166,0.9836
940,0.0156,0.0176,0.9905
941,0.0120,0.0107,0.9846
942,0.0178,0.0127,0.9888
943,0.0115,0.0105,0.9897
944,0.0029,0.0103,0.9817
945,0.0168,0.0198,0.9761
946,0.0090,0.0125,0.9878
947,0.0186,0.0132,0.9807
948,0.0093,0.0122,0.9856
949,0.0112,0.0203,0.9858
950,0.0046,0.0037,0.9807
951,0.0085,0.0173,0.9780
952,0.0120,0.0154,0.9856
953,0.0017,0.0134,0.9807
954,0.0217,0.0068,0.9790
955,0.0254,0.0132,0.9934
956,0.0054,0.0122,0.9807
957,0.0095,0.0095,0.9700
958,0.0212,0.0083,0.9788
959,-0.0054,0.0029,0.9954
960,0.0007,0.0107,0.9788
961,0.0127,0.0115,0.9722
962,0.0010,0.0017,0.9885
963,0.0156,0.0071,0.9836
964,0.0115,0.0115,0.9778
965,0.0029,0.0112,0.9790
966,0.0024,0.0100,0.9897
967,0.0063,0.0098,0.9800
968,0.0117,0.0095,0.9810
969,0.0029,0.0083,0.9827
970,0.0095,0.0078,0.9897
971,0.0132,0.0037,0.9810
972,0.0029,0.0066,0.9858
973,0.0110,0.0146,0.9827
974,0.0076,0.0017,0.9768
975,0.0154,0.0125,0.9846
976,0.0032,0.0232,0.9839
977,0.0061,0.0151,0.9797
978,0.0110,0.0149,0.9849
979,0.0112,0.0186,0.9797
980,0.0063,0.0208,0.9819
981,0.0129,0.0205,0.9819
982,0.0146,0.0134,0.9751
983,0.0149,0.0242,0.9836
984,0.0085,0.0137,0.9819
985,0.0078,0.0159,0.9827
986,0.0107,0.0156,0.9797
987,0.0051,0.0149,0.9858
988,0.0129,0.0173,0.9829
989,0.0222,0.0107,0.9780
990,0.0051,0.0181,0.9907
991,0.0132,0.0198,0.9819
992,0.0061,0.0117,0.9790
993,-0.0002,0.0146,0.9895
994,0.0042,0.0168,0.9807
995,0.0122,0.0120,0.9807
996,0.0151,0.0120,0.9946
997,0.0068,0.0134,0.9836
998,0.0044,0.0132,0.9731
999,0.0195,0.0149,0.9751
Rate 798, overflows 0
