Sample,X,Y,Z
171,-0.0798,0.0356,1.0090
172,-0.0232,0.0542,0.9741
173,-0.2190,0.1003,0.8569
174,-0.2539,-0.0828,0.9583
175,-0.0935,0.0120,1.0813
176,0.0637,0.0801,0.8489
177,0.0989,0.1226,0.8782
178,0.0273,-0.0732,1.0530
179,0.3792,0.1111,1.0542
180,0.0623,-0.1165,1.0024
181,-0.0317,0.0200,0.8755
182,0.2886,0.1616,0.8811
183,-0.1572,0.0310,0.9644
184,-0.0496,-0.0718,1.1655
185,-0.2163,-0.0857,0.9351
186,-0.0889,-0.0105,0.9448
187,-0.1743,-0.0356,1.1506
188,-0.1313,0.0569,0.8579
189,0.0366,0.1411,0.8157
190,-0.0955,-0.0508,0.9634
191,0.2615,-0.0427,1.1128
192,-0.1121,-0.1799,1.1770
193,0.0618,-0.0256,0.9250
194,-0.0076,0.0139,0.8948
195,0.1094,0.1721,0.9019
196,-0.1301,-0.0469,1.1956
197,0.1106,-0.0330,1.1021
198,-0.0193,-0.0386,0.9409
199,0.0828,0.0469,1.1057
200,-0.0884,-0.0239,0.9250
201,-0.0566,0.0068,0.7942
202,0.2434,0.1721,0.9438
203,-0.1772,0.0125,1.0239
204,-0.0046,0.0259,1.0930
205,-0.1321,0.0862,0.9058
206,0.3445,0.1948,0.8987
207,-0.2776,-0.1792,0.9272
208,0.2026,0.0623,0.9309
209,-0.1707,-0.0764,1.1038
210,0.2100,0.0505,0.9624
211,-0.0327,-0.0430,0.8860
212,0.0164,-0.0601,1.0569
213,0.1318,0.0813,1.0598
214,-0.1992,-0.0325,0.9097
215,0.2275,0.1084,1.0999
216,0.1177,-0.0662,0.9094
217,0.0930,-0.0691,0.9966
218,-0.0950,-0.0276,0.9751
219,-0.2087,-0.0393,0.9592
220,-0.3015,0.0195,1.0530
221,0.0408,0.1816,0.8176
222,-0.0681,0.1069,0.9153
223,0.0986,-0.1082,1.1001
224,-0.0325,-0.0916,0.9348
225,0.0674,-0.0581,1.0015
226,0.3420,0.1277,1.0649
227,-0.2007,-0.0327,0.8247
228,0.3538,0.0364,1.0464
229,-0.0723,0.0066,1.0571
230,-0.1152,0.0479,1.0295
231,-0.0415,-0.0874,1.1187
232,-0.2639,0.0171,0.8860
233,-0.0400,0.0659,0.9241
234,-0.2236,-0.0146,0.9106
235,0.1362,0.0669,0.8899
236,-0.1843,-0.1541,1.1790
237,0.0056,-0.0845,1.1040
238,0.0710,0.0876,0.9504
239,0.0403,0.1121,0.9419
240,0.1155,0.0237,0.8120
241,-0.1030,-0.0850,1.0122
242,0.1179,0.0012,0.9358
243,-0.0012,0.0298,1.0112
244,-0.1624,0.0056,0.8967
245,0.1636,0.1797,0.9631
246,-0.0098,-0.1001,0.9380
247,0.1179,0.0310,1.1282
248,-0.1177,-0.0205,0.9087
249,0.1838,0.2429,1.0688
250,-0.1011,0.1519,0.9585
251,0.0442,0.0073,0.9155
252,0.0132,0.0076,1.0608
253,-0.0071,-0.0891,0.9924
254,-0.0627,-0.0088,0.9312
255,-0.1194,-0.0432,0.8870
256,0.2473,0.1453,0.8745
257,0.0635,-0.1069,1.0659
258,0.0498,0.0466,1.0542
259,0.1343,0.0144,0.8401
260,0.0237,0.0806,1.0571
261,0.0566,-0.1123,0.8745
262,-0.1265,-0.0312,0.9194
263,0.0471,-0.0305,1.1167
264,-0.0908,0.0630,1.0640
265,-0.0625,-0.0752,1.0090
266,0.0530,0.0642,0.9680
267,0.0852,0.1230,0.8647
268,-0.0388,0.1414,1.1040
269,-0.0469,-0.1926,0.9456
270,0.1448,-0.0117,0.9375
271,0.0564,0.0046,0.9407
272,-0.0178,0.0774,1.0608
273,0.2483,-0.0918,0.9917
274,0.0496,-0.1672,0.9036
275,-0.0464,0.0938,0.9233
276,0.0420,0.2324,1.0688
277,-0.0994,0.0417,0.7991
278,-0.2808,-0.0588,1.0220
279,0.0544,0.0952,1.0940
280,-0.0945,0.0620,1.0637
281,-0.0522,0.0747,0.9827
282,0.2014,0.0481,0.8491
283,0.0979,-0.0493,0.9829
284,0.1313,0.0322,1.0256
285,0.1978,-0.0312,0.9768
286,0.1426,-0.0349,1.0396
287,0.2595,-0.0342,1.0618
288,-0.2908,-0.1885,1.0823
289,-0.1018,-0.0547,0.8420
290,-0.2366,0.0452,0.8315
291,-0.1494,0.1494,1.0151
292,-0.0508,-0.0256,1.0520
293,-0.0413,0.0952,0.9290
294,-0.2886,0.1123,0.8999
295,0.1064,-0.0229,0.8547
296,0.0784,0.0247,1.1519
297,0.1738,0.0303,1.0286
298,0.2939,0.0938,0.8323
299,0.0869,-0.0115,1.0317
300,-0.0149,-0.0632,0.9995
301,0.1030,-0.1624,0.9846
302,-0.1116,-0.1304,0.9810
303,-0.0178,0.1155,0.9739
304,-0.1509,0.0715,1.0659
305,-0.0444,0.1238,0.8345
306,-0.1787,-0.0571,0.9399
307,-0.2954,-0.1338,0.9956
308,0.0994,0.0571,1.0093
309,0.1184,0.1074,1.0649
310,0.1609,0.1567,0.9241
311,-0.1084,-0.0691,0.9048
312,0.0193,0.0295,0.9565
313,0.4634,0.1440,1.0168
314,-0.0935,-0.1870,1.1401
315,0.0969,-0.0710,0.9651
316,-0.2195,0.0618,0.8079
317,0.0088,0.1641,0.9019
318,-0.0476,-0.1304,1.0334
319,-0.0337,-0.1577,1.0220
320,-0.0762,0.0842,1.0042
321,-0.0376,0.0640,0.9155
322,0.0840,0.0466,0.9722
323,-0.0593,-0.0056,0.8606
324,0.0349,0.0103,0.9497
325,0.0298,0.0164,1.0151
326,0.0913,0.0681,1.0979
327,0.0017,0.0508,0.9895
328,-0.0791,-0.0547,0.9075
329,0.0222,0.0273,0.9614
330,0.1545,0.1067,1.0706
331,-0.1191,-0.1216,1.0962
332,0.1216,-0.1340,0.9807
333,0.0823,-0.0024,0.8638
334,-0.0564,-0.1428,1.0413
335,0.0122,-0.0195,1.0002
336,-0.0295,0.0342,0.8628
337,-0.1301,-0.0183,1.0100
338,-0.1895,-0.0049,1.1167
339,0.1492,0.1482,0.9504
340,-0.3804,-0.0381,0.8862
341,-0.0010,0.0698,0.9407
342,0.0728,0.0732,0.9575
343,0.1809,0.0110,1.0825
344,0.0515,-0.0674,1.0354
345,0.2163,0.0283,0.9661
346,0.0107,0.0605,1.0188
347,-0.0200,0.0171,0.8987
348,0.1030,0.1431,1.0208
349,-0.1404,-0.0884,0.9524
350,-0.0269,0.0371,0.9985
351,-0.1240,0.0496,0.9661
352,-0.0676,-0.0132,1.0044
353,-0.2122,-0.1377,0.8774
354,0.1155,0.1199,0.8647
355,-0.0759,0.0918,0.9946
356,0.1377,-0.0171,1.0256
357,0.1147,-0.0344,1.0364
358,0.1621,0.0698,1.0142
359,-0.0625,-0.0007,0.9458
360,-0.2581,-0.0315,0.8860
361,0.2410,0.0925,1.0500
362,0.0583,-0.0505,0.9866
363,-0.0393,-0.1067,0.9819
364,0.0728,0.1384,0.9185
365,0.0581,-0.0132,0.9927
366,-0.0442,-0.1375,1.0688
367,0.1812,0.0054,1.0110
368,-0.0874,-0.0845,0.8599
369,0.1663,0.0449,1.0542
370,-0.0139,0.0005,0.9976
371,-0.2417,-0.0815,0.9976
372,0.1904,0.1165,1.0005
373,-0.1335,-0.0657,1.0149
374,-0.0808,-0.1155,0.9553
375,0.0457,-0.0293,0.9624
376,0.2278,0.1252,0.9829
377,-0.2029,-0.0901,0.9690
378,0.3687,0.1038,0.9690
379,0.0137,-0.0046,0.9448
380,0.0449,-0.0410,0.9133
381,0.0488,0.0312,0.9995
382,0.2776,0.1345,1.0474
383,-0.2881,-0.0796,0.9751
384,-0.1506,0.2026,0.9192
385,-0.4089,0.1470,0.9866
386,-1.0593,-0.2676,1.1770
387,-0.6714,0.2336,0.8276
388,-1.2751,0.0669,0.7668
389,-0.8220,0.0986,1.1692
390,-0.8425,0.1182,0.8059
391,-0.7146,-0.0957,1.0374
392,-0.1238,0.0322,0.9407
393,-0.0669,0.0103,0.9299
394,-0.2183,-0.0366,1.1167
395,-0.2312,-0.1848,1.0374
396,-0.1294,-0.0264,1.0220
397,-0.5923,0.0908,1.0669
398,-0.4419,0.0283,1.0063
399,-0.7126,-0.0669,1.0627
400,-0.6091,0.0549,0.9651
401,-0.8208,0.0742,0.9253
402,-0.9722,0.0483,0.9360
403,-0.6072,0.0925,0.8059
404,-0.7456,-0.1067,0.9976
405,-0.4565,0.0811,1.0806
406,-0.3394,0.0383,0.9868
407,-0.3220,0.0540,1.0266
408,-0.2449,0.0667,0.8772
409,-0.2026,0.1663,0.9858
410,-0.3435,-0.0532,1.0833
411,-0.5242,-0.1946,1.1497
412,-0.6870,-0.1938,1.1929
413,-0.6775,0.0583,0.9485
414,-0.4343,0.1816,0.7737
415,-0.8472,-0.0806,1.0503
416,-0.7554,-0.0850,0.8911
417,-0.4360,0.0278,1.1060
418,-0.7485,-0.0774,1.0659
419,-0.2173,0.1260,0.9573
420,-0.5232,-0.0608,0.9885
421,-0.6030,-0.1494,0.9438
422,0.0337,0.2280,0.7954
423,-0.4478,0.1140,1.1353
424,-0.7612,-0.0840,1.2290
425,-0.5854,-0.1494,0.9448
426,-0.2373,0.1062,0.8042
427,-0.7515,-0.0776,1.1499
428,-0.8894,-0.0183,1.1907
429,-0.1655,0.1907,0.5754
430,-0.2117,0.0930,0.9241
431,-0.5991,-0.1448,1.0386
432,-0.2085,-0.0054,1.0698
433,0.3118,-0.0066,0.9370
434,0.4573,-0.0381,1.2192
435,0.2170,0.0237,1.0190
436,0.2612,-0.0466,0.9426
437,0.3391,0.1375,0.7251
438,-0.0349,-0.1152,1.0696
439,-0.1497,0.0186,1.1519
440,-0.0146,-0.0239,1.0044
441,-0.2954,0.0100,0.7446
442,-0.2905,0.0930,1.1089
443,-0.1257,0.0481,0.9944
444,-0.0920,0.0020,0.9380
445,0.1216,-0.0247,1.0149
446,0.2129,0.0266,0.9702
447,0.2837,0.0376,0.9849
448,0.2478,-0.0042,0.9045
449,0.0007,-0.0576,0.9778
450,0.0088,-0.0366,1.1392
451,0.0618,0.0842,0.9436
452,-0.0654,0.0520,0.9653
453,-0.1877,0.0417,0.9055
454,-0.0862,0.0122,1.0256
455,-0.0037,0.0193,0.9829
456,-0.0791,-0.0293,0.9663
457,0.0601,0.0115,0.9612
458,0.1252,0.0334,0.9758
459,0.0928,-0.0095,1.0171
460,0.0789,0.0017,0.9670
461,0.0503,0.0022,0.9897
462,0.0564,0.0076,1.0024
463,0.0493,0.0488,0.9907
464,-0.0742,0.0237,0.9719
465,-0.0713,0.0332,0.9702
466,-0.0535,0.0225,0.9683
467,-0.0776,-0.0330,0.9771
468,0.0137,0.0100,0.9700
469,0.0564,-0.0051,0.9858
470,0.0593,-0.0149,1.0305
471,0.0754,0.0254,0.9868
472,0.0132,0.0388,0.9436
473,0.0005,0.0239,0.9543
474,-0.0134,-0.0068,1.0042
475,-0.0110,-0.0024,1.0161
476,-0.0078,0.0115,0.9966
477,-0.0186,0.0010,0.9983
478,-0.0334,-0.0002,0.9624
479,-0.0181,0.0425,0.9204
480,0.0022,0.0332,0.9536
481,-0.0056,-0.0063,1.0051
482,0.0198,-0.0273,1.0181
483,0.0469,0.0032,1.0256
484,0.0132,0.0198,0.9915
485,-0.0461,0.0005,0.9604
486,-0.0181,0.0269,0.9409
487,0.0032,0.0217,0.9663
488,-0.0063,-0.0085,1.0054
489,0.0198,0.0002,0.9956
490,0.0264,0.0164,0.9849
491,0.0010,0.0188,0.9819
492,0.0225,0.0305,0.9592
493,0.0073,0.0203,0.9817
494,-0.0344,0.0044,0.9827
495,0.0012,0.0105,0.9741
496,0.0193,-0.0105,1.0002
497,0.0310,0.0020,1.0012
498,0.0095,0.0027,0.9800
499,0.0273,0.0281,0.9663
500,0.0195,0.0276,0.9719
501,0.0083,0.0166,0.9829
502,0.0298,0.0222,0.9670
503,0.0173,0.0144,0.9846
504,0.0107,0.0054,1.0159
505,0.0044,0.0171,0.9966
506,-0.0129,0.0107,0.9644
507,0.0059,0.0200,0.9475
508,0.0168,0.0183,0.9709
509,0.0222,0.0005,0.9888
510,0.0400,-0.0205,1.0024
511,0.0371,-0.0081,1.0054
512,0.0103,0.0122,0.9924
513,0.0056,0.0405,0.9634
514,-0.0271,0.0276,0.9504
515,-0.0010,0.0081,0.9751
516,0.0139,0.0100,1.0002
517,0.0120,-0.0022,1.0034
518,0.0244,0.0073,0.9836
519,0.0183,0.0085,0.9709
520,0.0029,0.0066,0.9719
521,-0.0110,0.0083,0.9729
522,-0.0056,0.0010,0.9778
523,0.0168,0.0112,0.9983
524,0.0066,0.0029,1.0100
525,0.0227,0.0034,0.9888
526,0.0032,0.0134,0.9700
527,-0.0073,0.0273,0.9690
528,-0.0076,0.0203,0.9670
529,-0.0046,0.0027,0.9722
530,0.0059,-0.0017,0.9907
531,0.0017,-0.0142,1.0002
532,0.0105,-0.0081,0.9924
533,0.0027,0.0171,0.9807
534,-0.0083,0.0281,0.9690
535,-0.0037,0.0054,0.9653
536,0.0085,0.0049,0.9819
537,0.0093,0.0059,0.9973
538,-0.0017,0.0007,0.9895
539,0.0139,0.0095,0.9827
540,0.0081,0.0198,0.9778
541,-0.0139,0.0159,0.9661
542,-0.0046,0.0112,0.9651
543,0.0002,0.0076,0.9866
544,0.0132,-0.0093,0.9905
545,0.0339,0.0095,0.9983
546,0.0315,0.0122,0.9985
547,0.0046,0.0166,0.9712
548,-0.0063,0.0195,0.9641
549,0.0264,0.0405,0.9719
550,0.0110,0.0190,0.9866
551,-0.0090,-0.0112,0.9915
552,0.0364,0.0122,0.9829
553,0.0447,0.0195,1.0005
554,-0.0110,0.0095,0.9878
555,-0.0134,0.0198,0.9485
556,0.0415,0.0168,0.9651
557,0.0266,0.0015,1.0112
558,0.0032,-0.0132,1.0061
559,0.0066,0.0020,0.9739
560,0.0500,0.0371,0.9800
561,0.0059,0.0205,0.9866
562,-0.0193,0.0093,0.9700
563,0.0059,0.0222,0.9497
564,0.0186,0.0159,0.9856
565,0.0222,-0.0093,1.0122
566,0.0215,-0.0098,0.9973
567,0.0154,0.0212,0.9700
568,-0.0039,0.0278,0.9670
569,0.0010,0.0159,0.9868
570,0.0056,0.0029,0.9768
571,0.0166,0.0139,0.9797
572,0.0017,-0.0046,0.9993
573,0.0254,0.0017,0.9995
574,0.0356,0.0159,0.9856
575,-0.0081,0.0151,0.9709
576,-0.0137,0.0132,0.9614
577,0.0020,0.0142,0.9741
578,0.0010,0.0093,0.9963
579,0.0166,-0.0020,0.9963
580,0.0144,-0.0068,1.0022
581,0.0107,0.0107,0.9885
582,-0.0095,0.0139,0.9741
583,-0.0203,0.0149,0.9546
584,0.0037,0.0164,0.9700
585,0.0056,0.0110,0.9966
586,-0.0039,-0.0073,0.9993
587,0.0312,0.0210,0.9836
588,0.0251,0.0195,0.9895
589,-0.0210,0.0049,0.9709
590,-0.0203,0.0115,0.9556
591,0.0115,0.0212,0.9712
592,0.0068,0.0081,1.0044
593,0.0054,-0.0105,1.0005
594,0.0063,-0.0020,0.9739
595,0.0161,0.0156,0.9761
596,-0.0098,0.0112,0.9897
597,0.0032,0.0344,0.9731
598,0.0049,0.0137,0.9722
599,0.0229,0.0088,0.9868
600,0.0110,-0.0054,0.9966
601,0.0217,0.0107,0.9885
602,0.0195,0.0173,0.9771
603,-0.0142,0.0125,0.9722
604,-0.0046,0.0046,0.9612
605,0.0022,0.0122,0.9739
606,0.0139,0.0059,0.9907
607,0.0051,-0.0078,1.0005
608,0.0273,0.0037,1.0000
609,0.0247,0.0208,0.9692
610,0.0007,0.0259,0.9651
611,0.0142,0.0305,0.9663
612,0.0088,0.0049,0.9800
613,0.0125,-0.0012,0.9897
614,0.0278,0.0010,0.9954
615,-0.0010,-0.0002,0.9944
616,0.0095,0.0195,0.9683
617,0.0093,0.0205,0.9739
618,0.0024,0.0024,0.9817
619,0.0125,0.0029,0.9827
620,0.0212,-0.0029,0.9897
621,0.0103,0.0120,0.9878
622,0.0122,0.0107,0.9836
623,0.0176,0.0215,0.9800
624,0.0068,0.0183,0.9758
625,-0.0176,0.0129,0.9768
626,0.0034,0.0142,0.9741
627,0.0256,0.0166,0.9937
628,0.0164,0.0022,1.0005
629,0.0039,-0.0051,0.9875
630,0.0127,0.0261,0.9731
631,-0.0073,0.0220,0.9692
632,-0.0098,0.0112,0.9702
633,0.0190,0.0049,0.9836
634,0.0132,-0.0007,1.0005
635,0.0005,-0.0049,1.0022
636,0.0039,0.0171,0.9758
637,0.0120,0.0254,0.9683
638,-0.0056,0.0166,0.9722
639,-0.0083,0.0142,0.9856
640,0.0173,0.0198,0.9836
641,0.0190,0.0022,0.9944
642,0.0012,-0.0015,0.9956
643,0.0046,0.0137,0.9761
644,0.0181,0.0229,0.9709
645,-0.0037,0.0149,0.9866
646,-0.0098,0.0093,0.9778
647,0.0190,0.0115,0.9788
648,0.0044,0.0010,0.9905
649,0.0176,0.0154,0.9966
650,0.0251,0.0166,0.9839
651,0.0164,0.0303,0.9829
652,-0.0095,0.0164,0.9690
653,-0.0024,0.0166,0.9670
654,0.0168,0.0173,0.9927
655,0.0139,0.0063,1.0005
656,0.0212,0.0051,0.9927
657,0.0127,0.0105,0.9827
658,0.0076,0.0254,0.9700
659,0.0083,0.0251,0.9722
660,0.0054,0.0142,0.9810
661,0.0242,0.0107,0.9819
662,0.0198,0.0039,0.9993
663,0.0142,0.0090,0.9946
664,0.0247,0.0212,0.9709
665,0.0120,0.0242,0.9741
666,-0.0005,0.0229,0.9719
667,0.0081,0.0168,0.9768
668,0.0242,0.0076,0.9856
669,0.0237,0.0034,0.9934
670,0.0203,0.0034,0.9915
671,0.0276,0.0178,0.9800
672,0.0139,0.0183,0.9731
673,-0.0037,0.0186,0.9739
674,-0.0061,0.0117,0.9729
675,0.0295,0.0181,0.9827
676,0.0347,0.0129,0.9978
677,-0.0002,-0.0007,0.9937
678,0.0056,0.0149,0.9719
679,0.0366,0.0288,0.9690
680,0.0154,0.0215,0.9905
681,-0.0081,-0.0015,0.9888
682,0.0024,0.0032,0.9683
683,0.0386,0.0198,0.9875
684,0.0151,0.0164,1.0122
685,-0.0112,0.0051,0.9800
686,0.0242,0.0251,0.9534
687,0.0105,0.0254,0.9849
688,-0.0146,0.0044,0.9888
689,0.0005,0.0071,0.9800
690,0.0151,0.0071,0.9819
691,-0.0022,0.0090,0.9963
692,-0.0002,0.0068,0.9868
693,0.0063,0.0164,0.9705
694,0.0042,0.0291,0.9661
695,-0.0127,0.0110,0.9829
696,0.0168,0.0142,0.9858
697,0.0215,0.0061,0.9875
698,-0.0010,0.0054,0.9963
699,-0.0044,-0.0007,0.9771
700,-0.0061,0.0115,0.9702
701,0.0061,0.0239,0.9722
702,-0.0049,0.0044,0.9846
703,0.0042,-0.0020,0.9819
704,0.0342,0.0142,0.9927
705,-0.0002,0.0085,0.9976
706,-0.0208,0.0085,0.9690
707,0.0291,0.0374,0.9604
708,0.0168,0.0190,0.9817
709,-0.0164,0.0061,0.9875
710,0.0139,0.0063,0.9788
711,0.0520,0.0300,0.9858
712,0.0105,0.0176,0.9966
713,0.0000,0.0056,0.9768
714,-0.0002,0.0186,0.9487
715,0.0232,0.0320,0.9827
716,-0.0042,0.0044,1.0032
717,-0.0178,-0.0098,0.9839
718,0.0532,0.0332,0.9709
719,0.0366,0.0186,0.9983
720,-0.0171,-0.0061,0.9907
721,0.0168,0.0229,0.9514
722,0.0376,0.0376,0.9729
723,0.0044,-0.0044,1.0042
724,0.0076,-0.0049,0.9954
725,0.0237,0.0181,0.9722
726,0.0103,0.0176,0.9741
727,0.0027,0.0061,0.9895
728,0.0217,0.0188,0.9768
729,0.0178,0.0227,0.9749
730,0.0056,0.0027,0.9810
731,0.0198,0.0095,0.9915
732,0.0427,0.0142,0.9937
733,0.0093,0.0166,0.9868
734,-0.0208,0.0085,0.9709
735,0.0369,0.0190,0.9751
736,0.0364,0.0239,0.9888
737,-0.0195,-0.0112,0.9917
738,-0.0046,-0.0022,0.9644
739,0.0591,0.0281,0.9758
740,0.0254,0.0103,1.0142
741,-0.0237,-0.0056,0.9858
742,0.0002,0.0264,0.9448
743,0.0442,0.0356,0.9680
744,0.0007,-0.0002,1.0110
745,-0.0225,-0.0100,0.9915
746,0.0210,0.0159,0.9629
747,0.0354,0.0276,0.9839
748,-0.0024,0.0105,1.0090
749,-0.0059,0.0117,0.9585
750,0.0093,0.0247,0.9495
751,0.0083,0.0161,0.9993
752,0.0085,-0.0024,1.0129
753,0.0125,-0.0024,0.9954
754,0.0002,0.0173,0.9692
755,-0.0105,0.0085,0.9670
756,0.0015,0.0066,0.9797
757,0.0283,0.0210,0.9895
758,-0.0049,0.0134,0.9885
759,-0.0078,-0.0063,0.9905
760,0.0100,0.0037,0.9915
761,0.0181,0.0227,0.9797
762,-0.0027,0.0198,0.9729
763,-0.0049,0.0046,0.9722
764,0.0027,0.0059,0.9790
765,0.0156,0.0154,0.9915
766,0.0049,0.0005,0.9934
767,0.0100,-0.0005,0.9849
768,0.0198,0.0125,0.9797
769,-0.0054,0.0151,0.9797
770,-0.0056,0.0161,0.9712
771,0.0186,0.0093,0.9788
772,0.0222,0.0029,0.9875
773,-0.0032,-0.0020,0.9907
774,0.0083,0.0059,0.9856
775,0.0110,0.0051,0.9731
776,0.0242,0.0234,0.9829
777,-0.0054,0.0093,0.9817
778,-0.0034,0.0027,0.9709
779,0.0278,0.0190,0.9878
780,0.0193,0.0095,1.0015
781,0.0103,-0.0049,0.9875
782,0.0054,0.0127,0.9749
783,0.0051,0.0254,0.9731
784,0.0032,0.0071,0.9700
785,0.0054,0.0095,0.9849
786,0.0244,0.0164,0.9895
787,-0.0005,-0.0027,0.9956
788,0.0134,0.0005,0.9817
789,0.0134,0.0112,0.9797
